ciudad_origen,ciudad_destino,hora_salida,hora_llegada,duracion_viaje,precio,tipo
París,Múnich,2025-02-12 18:10:00,2025-02-12 19:35:00,85.0,183.95,avion
París,Múnich,2025-05-09 06:45:00,2025-05-09 08:15:00,90.0,183.95,avion
París,Múnich,2025-07-19 14:30:00,2025-07-19 16:00:00,90.0,183.95,avion
París,Múnich,2025-04-03 06:45:00,2025-04-03 08:15:00,90.0,183.95,avion
París,Múnich,2025-04-25 06:45:00,2025-04-25 08:15:00,90.0,183.95,avion
París,Múnich,2025-05-02 06:45:00,2025-05-02 08:15:00,90.0,183.95,avion
París,Múnich,2025-03-20 09:25:00,2025-03-20 10:50:00,85.0,183.95,avion
Múnich,Barcelona,2025-05-02 09:00:00,2025-05-02 11:30:00,150.0,183.95,avion
París,Múnich,2025-02-19 12:00:00,2025-02-19 13:25:00,85.0,183.95,avion
París,Múnich,2025-01-22 09:25:00,2025-01-22 10:50:00,85.0,183.95,avion
París,Múnich,2025-01-22 12:00:00,2025-01-22 13:25:00,85.0,183.95,avion
París,Múnich,2025-01-15 09:25:00,2025-01-15 10:50:00,85.0,183.95,avion
París,Múnich,2025-05-23 09:00:00,2025-05-23 10:30:00,90.0,183.95,avion
París,Múnich,2025-01-29 12:00:00,2025-01-29 13:25:00,85.0,183.95,avion
París,Múnich,2025-05-16 14:30:00,2025-05-16 16:00:00,90.0,183.95,avion
París,Múnich,2025-01-22 06:10:00,2025-01-22 07:35:00,85.0,183.95,avion
París,Múnich,2025-05-09 14:30:00,2025-05-09 16:00:00,90.0,183.95,avion
Múnich,Barcelona,2025-07-19 19:25:00,2025-07-19 21:30:00,125.0,183.95,avion
Múnich,Barcelona,2025-05-09 12:45:00,2025-05-09 14:50:00,125.0,183.95,avion
Múnich,Barcelona,2025-06-13 09:00:00,2025-06-13 11:30:00,150.0,183.95,avion
París,Múnich,2025-06-13 06:45:00,2025-06-13 08:15:00,90.0,183.95,avion
París,Múnich,2025-05-09 09:00:00,2025-05-09 10:30:00,90.0,183.95,avion
París,Múnich,2025-04-18 06:45:00,2025-04-18 08:15:00,90.0,183.95,avion
París,Múnich,2025-03-20 06:10:00,2025-03-20 07:35:00,85.0,183.95,avion
París,Múnich,2025-03-20 18:10:00,2025-03-20 19:35:00,85.0,183.95,avion
París,Múnich,2025-02-19 09:25:00,2025-02-19 10:50:00,85.0,183.95,avion
París,Múnich,2025-02-27 06:10:00,2025-02-27 07:35:00,85.0,183.95,avion
Frankfurt,Lyon,2025-01-09 12:50:00,2025-01-09 14:10:00,80.0,183.99,avion
Barcelona,Frankfurt,2025-01-19 16:40:00,2025-01-19 18:50:00,130.0,183.99,avion
Frankfurt,Lyon,2025-01-19 16:40:00,2025-01-19 18:00:00,80.0,183.99,avion
Frankfurt,Lyon,2025-01-19 22:00:00,2025-01-19 23:20:00,80.0,183.99,avion
Barcelona,Frankfurt,2025-01-09 06:50:00,2025-01-09 09:05:00,135.0,183.99,avion
Lisboa,Venecia,2025-06-17 06:45:00,2025-06-17 10:40:00,235.0,183.99,avion
Barcelona,Frankfurt,2025-01-19 10:00:00,2025-01-19 12:10:00,130.0,183.99,avion
Barcelona,Frankfurt,2025-01-19 18:35:00,2025-01-19 20:45:00,130.0,183.99,avion
Colonia,Barcelona,2025-04-17 18:00:00,2025-04-17 20:05:00,125.0,184.02,avion
Niza,Colonia,2025-04-17 13:00:00,2025-04-17 14:40:00,100.0,184.02,avion
Niza,Colonia,2025-06-06 13:40:00,2025-06-06 15:20:00,100.0,184.02,avion
Colonia,Barcelona,2025-06-06 17:40:00,2025-06-06 19:45:00,125.0,184.02,avion
Colonia,Barcelona,2025-05-09 17:40:00,2025-05-09 19:45:00,125.0,184.02,avion
Colonia,Barcelona,2025-05-30 17:40:00,2025-05-30 19:45:00,125.0,184.02,avion
Niza,Colonia,2025-05-09 13:40:00,2025-05-09 15:20:00,100.0,184.02,avion
Niza,Colonia,2025-04-03 13:00:00,2025-04-03 14:40:00,100.0,184.02,avion
Niza,Colonia,2025-04-25 13:40:00,2025-04-25 15:20:00,100.0,184.02,avion
Colonia,Barcelona,2025-04-03 18:00:00,2025-04-03 20:05:00,125.0,184.02,avion
Colonia,Barcelona,2025-04-25 17:40:00,2025-04-25 19:45:00,125.0,184.02,avion
Niza,Colonia,2025-05-30 13:40:00,2025-05-30 15:20:00,100.0,184.02,avion
Niza,Colonia,2025-04-18 13:40:00,2025-04-18 15:20:00,100.0,184.02,avion
Colonia,Barcelona,2025-05-02 17:40:00,2025-05-02 19:45:00,125.0,184.02,avion
Niza,Colonia,2025-05-02 13:40:00,2025-05-02 15:20:00,100.0,184.02,avion
Colonia,Barcelona,2025-04-10 18:00:00,2025-04-10 20:05:00,125.0,184.02,avion
Niza,Colonia,2025-05-16 13:40:00,2025-05-16 15:20:00,100.0,184.02,avion
Niza,Colonia,2025-05-23 13:40:00,2025-05-23 15:20:00,100.0,184.02,avion
Colonia,Barcelona,2025-04-18 17:40:00,2025-04-18 19:45:00,125.0,184.02,avion
Colonia,Barcelona,2025-05-16 17:40:00,2025-05-16 19:45:00,125.0,184.02,avion
Niza,Colonia,2025-04-10 13:00:00,2025-04-10 14:40:00,100.0,184.02,avion
Colonia,Barcelona,2025-05-23 17:40:00,2025-05-23 19:45:00,125.0,184.02,avion
Ámsterdam,París,2025-06-09 18:40:00,2025-06-09 20:05:00,85.0,184.03,avion
Ámsterdam,París,2025-05-26 18:40:00,2025-05-26 20:05:00,85.0,184.03,avion
Ámsterdam,París,2025-04-14 18:40:00,2025-04-14 20:05:00,85.0,184.03,avion
Múnich,Marsella,2025-05-05 11:20:00,2025-05-05 13:00:00,100.0,184.18,avion
Barcelona,Múnich,2025-02-09 12:00:00,2025-02-09 14:05:00,125.0,184.18,avion
Múnich,Marsella,2025-04-07 11:20:00,2025-04-07 13:00:00,100.0,184.18,avion
Múnich,Marsella,2025-02-02 16:05:00,2025-02-02 17:45:00,100.0,184.18,avion
Múnich,Marsella,2025-01-09 21:20:00,2025-01-09 23:00:00,100.0,184.18,avion
Barcelona,Múnich,2025-02-02 12:00:00,2025-02-02 14:05:00,125.0,184.18,avion
Múnich,Marsella,2025-02-16 21:20:00,2025-02-16 23:00:00,100.0,184.18,avion
Barcelona,Múnich,2025-02-16 09:10:00,2025-02-16 11:15:00,125.0,184.18,avion
Barcelona,Múnich,2025-04-28 13:30:00,2025-04-28 15:30:00,120.0,184.18,avion
Múnich,Marsella,2025-02-09 16:05:00,2025-02-09 17:45:00,100.0,184.18,avion
Múnich,Marsella,2025-02-16 16:05:00,2025-02-16 17:45:00,100.0,184.18,avion
Barcelona,Múnich,2025-05-05 08:00:00,2025-05-05 10:00:00,120.0,184.18,avion
Barcelona,Múnich,2025-02-02 09:10:00,2025-02-02 11:15:00,125.0,184.18,avion
Barcelona,Múnich,2025-05-05 13:30:00,2025-05-05 15:30:00,120.0,184.18,avion
Múnich,Marsella,2025-05-05 19:50:00,2025-05-05 21:30:00,100.0,184.18,avion
Múnich,Marsella,2025-04-28 19:50:00,2025-04-28 21:30:00,100.0,184.18,avion
Barcelona,Múnich,2025-02-09 09:10:00,2025-02-09 11:15:00,125.0,184.18,avion
Múnich,Marsella,2025-01-09 16:05:00,2025-01-09 17:45:00,100.0,184.18,avion
Múnich,Marsella,2025-02-23 16:05:00,2025-02-23 17:45:00,100.0,184.18,avion
Barcelona,Múnich,2025-05-05 07:50:00,2025-05-05 09:50:00,120.0,184.18,avion
Barcelona,Múnich,2025-02-23 09:10:00,2025-02-23 11:15:00,125.0,184.18,avion
París,Estocolmo,2025-02-27 12:10:00,2025-02-27 14:40:00,150.0,184.34,avion
Estocolmo,Barcelona,2025-02-27 19:40:00,2025-02-27 23:20:00,220.0,184.34,avion
Lisboa,Madrid,2025-06-14 22:00:00,2025-06-15 00:20:00,140.0,184.37,avion
Lisboa,Madrid,2025-06-15 07:55:00,2025-06-15 10:15:00,140.0,184.37,avion
Milán,Lisboa,2025-06-14 20:20:00,2025-06-14 22:10:00,110.0,184.38,avion
Lisboa,Barcelona,2025-06-15 11:20:00,2025-06-15 14:10:00,170.0,184.38,avion
Milán,Lisboa,2025-06-14 11:50:00,2025-06-14 13:45:00,115.0,184.38,avion
Lyon,París,2025-06-21 10:40:00,2025-06-21 11:50:00,70.0,184.42,avion
Roma,Múnich,2025-05-02 19:05:00,2025-05-02 20:40:00,95.0,184.43,avion
Múnich,Barcelona,2025-05-03 06:30:00,2025-05-03 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-07-12 19:05:00,2025-07-12 20:40:00,95.0,184.43,avion
Múnich,Barcelona,2025-07-13 06:30:00,2025-07-13 08:35:00,125.0,184.43,avion
Múnich,Barcelona,2025-05-24 06:30:00,2025-05-24 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-05-23 19:05:00,2025-05-23 20:40:00,95.0,184.43,avion
Roma,Múnich,2025-01-22 19:45:00,2025-01-22 21:20:00,95.0,184.43,avion
Roma,Múnich,2025-07-19 19:05:00,2025-07-19 20:40:00,95.0,184.43,avion
Múnich,Barcelona,2025-07-20 06:30:00,2025-07-20 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-05-09 19:05:00,2025-05-09 20:40:00,95.0,184.43,avion
Roma,Múnich,2025-01-08 19:45:00,2025-01-08 21:20:00,95.0,184.43,avion
Roma,Múnich,2025-02-12 19:45:00,2025-02-12 21:20:00,95.0,184.43,avion
Múnich,Barcelona,2025-05-10 06:30:00,2025-05-10 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-03-06 19:45:00,2025-03-06 21:15:00,90.0,184.43,avion
Múnich,Barcelona,2025-07-27 06:30:00,2025-07-27 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-01-15 19:45:00,2025-01-15 21:20:00,95.0,184.43,avion
Roma,Múnich,2025-01-29 19:45:00,2025-01-29 21:20:00,95.0,184.43,avion
Múnich,Barcelona,2025-07-06 06:30:00,2025-07-06 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-07-05 19:05:00,2025-07-05 20:40:00,95.0,184.43,avion
Roma,Múnich,2025-03-13 19:45:00,2025-03-13 21:15:00,90.0,184.43,avion
Roma,Múnich,2025-03-20 19:45:00,2025-03-20 21:15:00,90.0,184.43,avion
Roma,Múnich,2025-04-03 19:05:00,2025-04-03 20:40:00,95.0,184.43,avion
Roma,Múnich,2025-07-26 19:05:00,2025-07-26 20:40:00,95.0,184.43,avion
Múnich,Barcelona,2025-04-04 06:30:00,2025-04-04 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-05-16 19:05:00,2025-05-16 20:40:00,95.0,184.43,avion
Múnich,Barcelona,2025-05-17 06:30:00,2025-05-17 08:35:00,125.0,184.43,avion
Roma,Múnich,2025-02-05 19:45:00,2025-02-05 21:20:00,95.0,184.43,avion
Roma,Múnich,2025-06-28 19:05:00,2025-06-28 20:40:00,95.0,184.43,avion
Roma,Múnich,2025-02-19 19:45:00,2025-02-19 21:20:00,95.0,184.43,avion
Roma,La Valeta,2025-04-17 21:00:00,2025-04-17 22:30:00,90.0,184.45,avion
París,Ámsterdam,2025-01-08 07:10:00,2025-01-08 08:35:00,85.0,184.45,avion
La Valeta,Madrid,2025-04-18 07:00:00,2025-04-18 10:00:00,180.0,184.45,avion
París,Ámsterdam,2025-01-29 12:40:00,2025-01-29 14:00:00,80.0,184.45,avion
París,Ámsterdam,2025-03-20 06:40:00,2025-03-20 08:05:00,85.0,184.45,avion
Barcelona,Ámsterdam,2025-06-23 13:20:00,2025-06-23 15:45:00,145.0,184.53,avion
Ámsterdam,Niza,2025-06-23 20:30:00,2025-06-23 22:25:00,115.0,184.53,avion
Ámsterdam,Marsella,2025-06-09 20:40:00,2025-06-09 22:45:00,125.0,184.53,avion
Ámsterdam,Marsella,2025-06-10 09:30:00,2025-06-10 11:35:00,125.0,184.53,avion
Barcelona,Ámsterdam,2025-06-09 19:40:00,2025-06-09 21:55:00,135.0,184.53,avion
Ámsterdam,Niza,2025-05-05 14:30:00,2025-05-05 16:25:00,115.0,184.53,avion
Ámsterdam,Niza,2025-05-05 20:30:00,2025-05-05 22:25:00,115.0,184.53,avion
Barcelona,Ámsterdam,2025-05-05 11:10:00,2025-05-05 13:35:00,145.0,184.53,avion
Barcelona,Ámsterdam,2025-05-05 17:15:00,2025-05-05 19:35:00,140.0,184.53,avion
Ámsterdam,Niza,2025-06-17 09:30:00,2025-06-17 11:25:00,115.0,184.53,avion
Barcelona,Ámsterdam,2025-04-28 11:10:00,2025-04-28 13:35:00,145.0,184.53,avion
Ámsterdam,Niza,2025-04-28 14:30:00,2025-04-28 16:25:00,115.0,184.53,avion
Ámsterdam,Niza,2025-04-28 16:45:00,2025-04-28 18:40:00,115.0,184.53,avion
Ámsterdam,Marsella,2025-04-14 20:40:00,2025-04-14 22:45:00,125.0,184.53,avion
Ámsterdam,Marsella,2025-04-15 09:30:00,2025-04-15 11:35:00,125.0,184.53,avion
Barcelona,Ámsterdam,2025-05-12 06:20:00,2025-05-12 08:40:00,140.0,184.53,avion
Ámsterdam,Marsella,2025-06-23 20:40:00,2025-06-23 22:45:00,125.0,184.53,avion
Ámsterdam,Niza,2025-06-16 16:45:00,2025-06-16 18:40:00,115.0,184.53,avion
Barcelona,Ámsterdam,2025-06-16 11:10:00,2025-06-16 13:35:00,145.0,184.53,avion
Ámsterdam,Marsella,2025-05-05 20:40:00,2025-05-05 22:45:00,125.0,184.53,avion
Ámsterdam,Niza,2025-04-28 20:30:00,2025-04-28 22:25:00,115.0,184.53,avion
Ámsterdam,Niza,2025-06-16 20:30:00,2025-06-16 22:25:00,115.0,184.53,avion
Ámsterdam,Niza,2025-05-12 09:30:00,2025-05-12 11:25:00,115.0,184.53,avion
Ámsterdam,Niza,2025-05-05 16:45:00,2025-05-05 18:40:00,115.0,184.53,avion
Ámsterdam,Niza,2025-05-12 14:30:00,2025-05-12 16:25:00,115.0,184.53,avion
Barcelona,Ámsterdam,2025-06-16 19:40:00,2025-06-16 21:55:00,135.0,184.53,avion
Barcelona,Ámsterdam,2025-04-28 17:15:00,2025-04-28 19:35:00,140.0,184.53,avion
Ámsterdam,Marsella,2025-04-08 09:30:00,2025-04-08 11:35:00,125.0,184.53,avion
París Orly,Niza,2025-01-26 17:35:00,2025-01-26 19:00:00,85.0,184.54,avion
París Orly,Niza,2025-02-16 17:35:00,2025-02-16 19:00:00,85.0,184.54,avion
París Orly,Marsella,2025-01-12 20:15:00,2025-01-12 21:35:00,80.0,184.54,avion
París Orly,Niza,2025-01-02 20:35:00,2025-01-02 22:00:00,85.0,184.54,avion
París Orly,Marsella,2025-05-05 17:15:00,2025-05-05 18:35:00,80.0,184.54,avion
Marsella,Viena,2025-04-25 10:05:00,2025-04-25 11:55:00,110.0,184.54,avion
Marsella,Viena,2025-05-09 10:05:00,2025-05-09 11:55:00,110.0,184.54,avion
París Orly,Niza,2025-01-02 19:05:00,2025-01-02 20:30:00,85.0,184.54,avion
Milán,Múnich,2025-02-05 09:35:00,2025-02-05 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-02-05 13:15:00,2025-02-05 14:25:00,70.0,184.57,avion
Milán,Colonia,2025-02-05 21:00:00,2025-02-05 22:30:00,90.0,184.57,avion
Colonia,Barcelona,2025-02-06 10:15:00,2025-02-06 12:30:00,135.0,184.57,avion
Milán,Múnich,2025-02-12 17:20:00,2025-02-12 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-02-12 09:35:00,2025-02-12 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-02-12 13:15:00,2025-02-12 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-02-19 13:15:00,2025-02-19 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-04-03 06:10:00,2025-04-03 07:20:00,70.0,184.57,avion
Milán,Múnich,2025-01-29 17:20:00,2025-01-29 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-01-29 13:15:00,2025-01-29 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-03-13 06:00:00,2025-03-13 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-03-13 13:15:00,2025-03-13 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-03-06 06:00:00,2025-03-06 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-01-29 06:00:00,2025-01-29 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-02-27 09:35:00,2025-02-27 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-02-27 06:00:00,2025-02-27 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-04-10 06:10:00,2025-04-10 07:20:00,70.0,184.57,avion
Milán,Múnich,2025-04-10 09:00:00,2025-04-10 10:10:00,70.0,184.57,avion
Milán,Múnich,2025-01-22 13:15:00,2025-01-22 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-03-27 09:35:00,2025-03-27 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-01-15 17:20:00,2025-01-15 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-02-27 13:15:00,2025-02-27 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-01-22 06:00:00,2025-01-22 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-03-13 09:35:00,2025-03-13 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-01-15 13:15:00,2025-01-15 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-02-05 17:20:00,2025-02-05 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-01-08 06:00:00,2025-01-08 07:10:00,70.0,184.57,avion
Múnich,Barcelona,2025-03-06 20:50:00,2025-03-06 22:55:00,125.0,184.57,avion
Milán,Múnich,2025-02-27 17:20:00,2025-02-27 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-03-13 17:20:00,2025-03-13 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-03-27 13:15:00,2025-03-27 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-02-19 06:00:00,2025-02-19 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-01-08 13:15:00,2025-01-08 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-01-01 13:15:00,2025-01-01 14:25:00,70.0,184.57,avion
Milán,Múnich,2025-03-20 06:00:00,2025-03-20 07:10:00,70.0,184.57,avion
Milán,Múnich,2025-01-01 06:00:00,2025-01-01 07:10:00,70.0,184.57,avion
Múnich,Barcelona,2025-04-10 15:40:00,2025-04-10 17:45:00,125.0,184.57,avion
Milán,Múnich,2025-02-19 17:20:00,2025-02-19 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-03-20 09:35:00,2025-03-20 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-02-19 09:35:00,2025-02-19 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-03-06 09:35:00,2025-03-06 10:45:00,70.0,184.57,avion
Milán,Múnich,2025-01-08 17:20:00,2025-01-08 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-03-27 17:20:00,2025-03-27 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-01-22 17:20:00,2025-01-22 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-01-01 17:20:00,2025-01-01 18:30:00,70.0,184.57,avion
Milán,Múnich,2025-03-27 06:00:00,2025-03-27 07:10:00,70.0,184.57,avion
Nápoles,Zurich,2025-05-30 19:45:00,2025-05-30 21:35:00,110.0,184.6,avion
Zurich,Madrid,2025-02-28 16:25:00,2025-02-28 18:50:00,145.0,184.6,avion
Zurich,Madrid,2025-05-31 16:35:00,2025-05-31 19:00:00,145.0,184.6,avion
Zurich,Madrid,2025-05-24 16:35:00,2025-05-24 19:00:00,145.0,184.6,avion
Zurich,Madrid,2025-03-28 16:25:00,2025-03-28 18:50:00,145.0,184.6,avion
Marsella,Múnich,2025-07-05 17:40:00,2025-07-05 19:15:00,95.0,184.67,avion
Roma,Frankfurt,2025-05-16 14:50:00,2025-05-16 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-05-16 21:00:00,2025-05-16 23:05:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-02-05 11:05:00,2025-02-05 13:10:00,125.0,184.71,avion
Roma,Frankfurt,2025-06-28 13:20:00,2025-06-28 15:20:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-10 13:20:00,2025-04-10 15:25:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-03-13 11:05:00,2025-03-13 13:10:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-10 07:00:00,2025-04-10 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-08-02 17:30:00,2025-08-02 19:35:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-25 10:05:00,2025-04-25 12:05:00,120.0,184.71,avion
Roma,Frankfurt,2025-08-02 13:20:00,2025-08-02 15:20:00,120.0,184.71,avion
Roma,Frankfurt,2025-05-02 10:05:00,2025-05-02 12:05:00,120.0,184.71,avion
Roma,Frankfurt,2025-01-15 07:00:00,2025-01-15 09:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-01-29 09:40:00,2025-01-29 11:40:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-08 09:50:00,2025-01-08 11:55:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-08 07:00:00,2025-01-08 09:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-04-25 13:20:00,2025-04-25 15:20:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-08 13:35:00,2025-01-08 15:40:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-08 09:40:00,2025-01-08 11:40:00,120.0,184.71,avion
Roma,Frankfurt,2025-02-05 07:00:00,2025-02-05 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-02-12 11:05:00,2025-02-12 13:10:00,125.0,184.71,avion
Roma,Frankfurt,2025-06-14 13:20:00,2025-06-14 15:20:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-25 21:00:00,2025-04-25 23:05:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-04-25 14:05:00,2025-04-25 16:10:00,125.0,184.71,avion
Roma,Frankfurt,2025-06-28 10:05:00,2025-06-28 12:05:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-06-28 14:05:00,2025-06-28 16:10:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-06-14 14:05:00,2025-06-14 16:10:00,125.0,184.71,avion
Roma,Frankfurt,2025-06-14 07:00:00,2025-06-14 09:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-06-14 10:05:00,2025-06-14 12:05:00,120.0,184.71,avion
Roma,Frankfurt,2025-08-02 14:50:00,2025-08-02 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-10 11:00:00,2025-04-10 13:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-29 07:00:00,2025-01-29 09:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-03-13 07:00:00,2025-03-13 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-15 15:40:00,2025-01-15 17:45:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-15 09:40:00,2025-01-15 11:40:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-15 13:35:00,2025-01-15 15:40:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-01 13:35:00,2025-01-01 15:35:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-10 21:00:00,2025-04-10 23:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-10 10:05:00,2025-04-10 12:05:00,120.0,184.71,avion
Roma,Frankfurt,2025-04-25 14:50:00,2025-04-25 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-06-28 17:30:00,2025-06-28 19:35:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-10 13:20:00,2025-04-10 15:20:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-08-02 21:00:00,2025-08-02 23:05:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-06-14 17:30:00,2025-06-14 19:35:00,125.0,184.71,avion
Roma,Frankfurt,2025-06-14 14:50:00,2025-06-14 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-03 14:05:00,2025-04-03 16:10:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-04-03 21:00:00,2025-04-03 23:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-03 13:20:00,2025-04-03 15:20:00,120.0,184.71,avion
Roma,Frankfurt,2025-06-28 07:00:00,2025-06-28 09:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-01-22 09:40:00,2025-01-22 11:40:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-22 15:40:00,2025-01-22 17:45:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-01-22 13:35:00,2025-01-22 15:40:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-04-03 13:20:00,2025-04-03 15:25:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-03 07:00:00,2025-04-03 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-04-03 11:00:00,2025-04-03 13:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-04-03 10:05:00,2025-04-03 12:05:00,120.0,184.71,avion
Roma,Frankfurt,2025-04-10 14:50:00,2025-04-10 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-08 11:05:00,2025-01-08 13:10:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-08-02 13:20:00,2025-08-02 15:25:00,125.0,184.71,avion
Roma,Frankfurt,2025-08-02 07:00:00,2025-08-02 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-01-29 15:40:00,2025-01-29 17:45:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-04-10 14:05:00,2025-04-10 16:10:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-08-02 14:05:00,2025-08-02 16:10:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-04-10 17:30:00,2025-04-10 19:35:00,125.0,184.71,avion
Roma,Frankfurt,2025-05-09 13:20:00,2025-05-09 15:20:00,120.0,184.71,avion
Roma,Frankfurt,2025-08-02 10:05:00,2025-08-02 12:05:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-08-02 11:00:00,2025-08-02 13:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-03-13 10:00:00,2025-03-13 12:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-03-06 10:00:00,2025-03-06 12:00:00,120.0,184.71,avion
Roma,Frankfurt,2025-01-01 10:00:00,2025-01-01 12:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-06-28 11:00:00,2025-06-28 13:05:00,125.0,184.71,avion
Roma,Frankfurt,2025-05-09 14:50:00,2025-05-09 16:50:00,120.0,184.71,avion
Roma,Frankfurt,2025-06-28 14:50:00,2025-06-28 16:50:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-06-28 21:00:00,2025-06-28 23:05:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-03-13 15:40:00,2025-03-13 17:45:00,125.0,184.71,avion
Roma,Frankfurt,2025-02-12 07:00:00,2025-02-12 09:00:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-03-13 21:10:00,2025-03-13 23:15:00,125.0,184.71,avion
Roma,Frankfurt,2025-03-13 13:35:00,2025-03-13 15:35:00,120.0,184.71,avion
Frankfurt,Barcelona,2025-02-12 09:50:00,2025-02-12 11:55:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-06-14 21:00:00,2025-06-14 23:05:00,125.0,184.71,avion
Frankfurt,Barcelona,2025-01-08 15:40:00,2025-01-08 17:45:00,125.0,184.71,avion
Roma,Frankfurt,2025-01-08 13:35:00,2025-01-08 15:35:00,120.0,184.71,avion
